#SDSS_name	plate-mjd-fibre	RA	Dec.	zQSO	PSF_i	z	z_err	W_2796	W_2796_err	W_2803	W_2803_err	CIV_flag	SNR_con
155557.06-003608.4 00343-51692-0187 238.987760 -0.602340 0.763 17.582 0.603 0.290 0.807 0.070 0.549 0.070 0 25.781
155851.86+005937.9 00343-51692-0569 239.716100 0.993870 1.742 18.991 0.691 0.415 2.105 0.149 1.136 0.125 0 14.276
155851.86+005937.9 00343-51692-0569 239.716100 0.993870 1.742 18.991 0.952 0.837 0.833 0.113 0.749 0.113 0 14.276
155851.86+005937.9 00343-51692-0569 239.716100 0.993870 1.742 18.991 1.665 0.000 1.005 0.119 0.701 0.110 0 14.276
160456.14-001907.1 00344-51693-0155 241.233930 -0.318650 1.629 17.072 1.324 0.358 0.742 0.054 0.779 0.061 0 29.826
160214.21-004154.3 00344-51693-0240 240.559230 -0.698440 1.982 19.034 1.229 0.000 1.178 0.160 1.287 0.129 0 9.157
160501.07+010637.9 00344-51693-0532 241.254490 1.110530 1.634 19.273 1.106 0.558 2.078 0.248 1.550 0.210 0 9.618
162116.92-004250.8 00346-51693-0006 245.320510 -0.714130 3.703 17.256 1.133 0.150 3.020 0.138 2.714 0.125 1 18.892
161837.14-005642.2 00346-51693-0140 244.654750 -0.945070 2.003 18.752 0.911 0.551 1.046 0.116 0.909 0.115 0 14.909
161713.51-001922.5 00346-51693-0170 244.306340 -0.322940 1.125 18.305 0.971 0.422 1.485 0.098 1.012 0.085 0 20.958
161309.73+005453.2 00346-51693-0340 243.290570 0.914790 1.732 19.184 1.435 0.000 1.226 0.179 0.546 0.121 0 7.846
161534.76+005700.2 00346-51693-0418 243.894870 0.950080 3.030 19.282 1.347 0.000 0.464 0.076 0.539 0.098 0 11.475
161717.83+002827.2 00346-51693-0488 244.324330 0.474240 1.941 18.764 0.771 0.354 1.179 0.098 1.254 0.117 0 14.754
161819.37+010658.8 00346-51693-0529 244.580730 1.116360 1.943 18.787 1.200 0.000 1.806 0.139 1.152 0.141 0 13.285
161954.51+010051.5 00346-51693-0563 244.977160 1.014330 0.761 19.139 0.719 0.722 1.287 0.121 0.648 0.111 0 10.360
161945.50+010147.9 00346-51693-0566 244.939600 1.030000 2.373 19.641 1.769 0.000 2.416 0.259 3.059 0.260 0 7.600
130059.51-032533.1 00338-51694-0060 195.247990 -3.425880 1.709 18.036 0.810 0.204 1.767 0.081 1.519 0.086 0 21.987
125824.56-033140.7 00338-51694-0128 194.602360 -3.527990 2.375 18.905 1.233 0.000 0.514 0.078 0.782 0.114 0 12.611
125847.62-025456.1 00338-51694-0188 194.698460 -2.915610 3.949 19.574 1.388 0.000 1.233 0.127 0.468 0.110 1 8.158
125806.94-031232.5 00338-51694-0217 194.528950 -3.209030 3.140 19.855 1.189 0.000 1.759 0.244 0.630 0.163 1 6.782
125659.79-033813.8 00338-51694-0250 194.249150 -3.637190 2.974 18.845 1.496 0.780 1.321 0.118 1.561 0.114 0 11.345
125659.79-033813.8 00338-51694-0250 194.249150 -3.637190 2.974 18.845 1.562 0.976 1.589 0.116 1.618 0.140 0 11.345
125718.82-032821.0 00338-51694-0254 194.328460 -3.472510 1.752 19.389 0.553 0.000 1.527 0.237 0.821 0.167 0 7.047
125837.61-013033.6 00338-51694-0534 194.656740 -1.509360 2.837 19.211 1.149 0.876 2.338 0.197 1.495 0.179 0 9.077
125842.11-013022.7 00338-51694-0538 194.675490 -1.506320 3.863 19.616 1.717 0.000 1.805 0.226 1.192 0.273 0 6.210
130153.78-011410.9 00338-51694-0604 195.474100 -1.236370 1.727 17.640 1.039 0.350 0.590 0.072 0.580 0.081 0 24.866
130158.04-014212.1 00338-51694-0620 195.491850 -1.703370 1.273 17.603 1.032 0.375 0.628 0.067 0.708 0.080 0 24.802
163442.94-003758.4 00348-51696-0181 248.678940 -0.632910 2.040 18.064 1.361 0.665 1.053 0.072 0.841 0.060 0 26.572
163359.77-004512.5 00348-51696-0218 248.499050 -0.753490 1.236 18.858 0.930 0.000 0.787 0.113 0.388 0.095 0 14.156
163357.87-002012.4 00348-51696-0237 248.491150 -0.336800 2.357 19.658 1.171 0.000 1.244 0.165 1.136 0.154 0 9.281
163146.97-010024.8 00348-51696-0249 247.945720 -1.006890 1.088 18.886 0.944 0.679 1.343 0.122 1.173 0.124 0 11.843
163215.21-003340.5 00348-51696-0270 248.063400 -0.561250 1.563 18.005 0.691 0.315 0.813 0.084 0.385 0.077 0 21.533
163215.21-003340.5 00348-51696-0270 248.063400 -0.561250 1.563 18.005 0.818 0.343 1.512 0.113 1.311 0.102 0 21.533
163443.99+011039.1 00348-51696-0446 248.683320 1.177550 1.656 19.081 1.373 0.000 1.009 0.115 0.596 0.090 0 12.400
163623.97+002302.6 00348-51696-0559 249.099910 0.384080 1.172 17.826 0.824 0.300 0.659 0.060 0.452 0.052 0 27.469
163754.52+003250.9 00348-51696-0583 249.477190 0.547470 1.916 18.905 1.326 0.000 1.061 0.082 0.818 0.093 0 14.511
165819.52+623823.1 00349-51699-0087 254.581340 62.639760 0.703 19.938 0.671 0.000 1.021 0.148 0.897 0.131 0 9.470
170017.85+631923.0 00349-51699-0147 255.074400 63.323080 1.716 17.555 1.639 0.000 0.331 0.053 0.360 0.067 0 32.091
165453.23+621627.6 00349-51699-0202 253.721820 62.274340 1.763 18.964 0.460 0.415 2.937 0.341 2.359 0.347 1 15.053
164939.07+624136.9 00349-51699-0294 252.412800 62.693610 1.095 17.991 0.852 0.565 0.552 0.062 0.410 0.058 0 27.267
164714.87+632043.4 00349-51699-0307 251.811970 63.345400 2.157 18.984 1.913 0.000 2.437 0.217 1.763 0.180 0 14.527
165422.86+635737.7 00349-51699-0497 253.595260 63.960470 2.078 18.669 1.648 0.000 0.715 0.081 0.463 0.080 0 20.139
165648.53+635838.4 00349-51699-0513 254.202210 63.977340 2.363 18.954 1.629 0.000 0.878 0.079 0.678 0.082 0 19.671
170113.93+635243.0 00349-51699-0548 255.308060 63.878630 1.763 17.791 0.598 0.551 0.429 0.066 0.183 0.055 0 31.199
170113.93+635243.0 00349-51699-0548 255.308060 63.878630 1.763 17.791 0.676 0.393 0.507 0.065 0.410 0.061 0 31.199
170113.93+635243.0 00349-51699-0548 255.308060 63.878630 1.763 17.791 0.723 0.361 0.513 0.056 0.399 0.056 0 31.199
170113.93+635243.0 00349-51699-0548 255.308060 63.878630 1.763 17.791 0.958 0.422 0.652 0.070 0.382 0.054 0 31.199
170113.93+635243.0 00349-51699-0548 255.308060 63.878630 1.763 17.791 1.508 0.694 0.647 0.058 0.496 0.065 0 31.199
170638.61+642603.0 00349-51699-0603 256.660900 64.434190 1.642 19.035 1.534 0.000 1.093 0.105 0.904 0.113 0 14.262
170438.96+585748.8 00353-51703-0262 256.162350 58.963560 0.917 18.470 0.734 0.197 1.453 0.077 1.397 0.086 0 21.182
170434.01+591203.5 00353-51703-0273 256.141750 59.200990 1.358 18.970 1.308 0.000 1.182 0.103 1.236 0.107 0 13.959
170151.74+592221.7 00353-51703-0308 255.465590 59.372710 1.173 18.709 0.442 0.197 0.789 0.105 0.932 0.149 0 15.512
170220.06+591538.6 00353-51703-0312 255.583590 59.260740 1.798 18.775 0.724 0.973 1.546 0.211 1.190 0.209 0 10.727
171124.22+593121.4 00353-51703-0514 257.850950 59.522620 1.490 18.770 0.817 0.615 0.876 0.107 0.915 0.104 0 16.212
171030.20+602347.5 00351-51780-0004 257.625850 60.396550 1.552 17.359 1.194 0.232 1.432 0.072 1.147 0.063 0 23.798
171304.85+612249.3 00351-51780-0023 258.270260 61.380370 3.153 19.547 1.145 0.000 1.550 0.246 1.315 0.247 1 6.521
170548.18+601908.3 00351-51780-0083 256.450780 60.318990 0.955 18.444 0.587 0.458 0.849 0.108 0.760 0.113 0 16.029
170716.58+602431.8 00351-51780-0096 256.819100 60.408850 1.808 19.038 1.515 0.000 3.454 0.187 3.341 0.185 0 11.135
170830.24+610517.6 00351-51780-0105 257.126040 61.088240 1.051 18.393 0.926 0.672 0.616 0.084 0.382 0.078 0 17.230
170301.35+610712.7 00351-51780-0194 255.755630 61.120210 0.959 17.511 0.877 0.440 0.438 0.063 0.406 0.067 0 27.397
170102.18+612300.9 00351-51780-0232 255.259120 61.383590 2.287 17.869 1.350 0.451 1.036 0.078 0.798 0.071 0 23.438
165755.54+604002.6 00351-51780-0289 254.481430 60.667390 2.336 18.470 0.612 0.397 0.818 0.115 0.393 0.113 1 15.030
165755.54+604002.6 00351-51780-0289 254.481430 60.667390 2.336 18.470 2.115 0.626 1.744 0.217 0.868 0.198 0 15.030
165755.54+604002.6 00351-51780-0289 254.481430 60.667390 2.336 18.470 2.190 0.111 1.904 0.266 1.175 0.310 0 15.030
170306.10+615244.4 00351-51780-0489 255.775440 61.879010 1.918 17.410 0.389 0.286 0.430 0.068 0.216 0.069 1 28.964
170524.09+613246.6 00351-51780-0518 256.350400 61.546300 2.310 18.581 0.968 0.293 1.499 0.112 1.269 0.090 0 16.083
170817.85+615448.6 00351-51780-0550 257.074400 61.913520 1.415 17.691 0.822 0.511 0.686 0.084 0.295 0.080 0 23.795
171249.15+614135.0 00351-51780-0635 258.204830 61.693080 1.713 18.759 1.655 0.780 2.160 0.157 2.257 0.163 0 12.333
003133.60-004941.5 00391-51782-0006 7.890000 -0.828220 1.935 18.468 0.456 0.247 1.551 0.226 0.731 0.195 1 11.884
003019.82-002602.7 00391-51782-0102 7.582590 -0.434090 2.114 18.526 1.570 0.973 0.799 0.073 0.980 0.119 0 16.054
002537.29+002724.3 00391-51782-0387 6.405410 0.456770 1.885 18.536 1.374 0.608 3.062 0.109 2.642 0.114 0 15.926
005709.50-005450.9 00395-51783-0121 14.289610 -0.914140 1.885 18.643 0.769 0.422 1.204 0.141 1.286 0.141 0 13.915
005709.50-005450.9 00395-51783-0121 14.289610 -0.914140 1.885 18.643 1.535 0.751 1.453 0.111 0.965 0.104 0 13.915
005709.50-005450.9 00395-51783-0121 14.289610 -0.914140 1.885 18.643 1.790 0.758 1.449 0.149 0.989 0.160 0 13.915
005454.84-004244.0 00395-51783-0304 13.728510 -0.712250 2.218 17.946 1.392 0.665 0.875 0.076 0.488 0.071 0 20.167
005523.82-001941.9 00395-51783-0318 13.849290 -0.328320 1.813 18.130 0.978 0.333 0.823 0.114 0.787 0.124 0 18.050
005717.36-000113.2 00395-51783-0432 14.322350 -0.020350 2.157 18.925 1.471 0.000 1.095 0.113 1.316 0.123 0 12.302
005855.75+011128.5 00395-51783-0443 14.732320 1.191270 1.221 18.185 1.064 0.286 1.285 0.100 1.353 0.124 0 16.439
005814.31+011530.2 00395-51783-0445 14.559660 1.258410 2.495 17.662 1.088 0.372 0.479 0.071 0.536 0.070 0 24.281
005814.31+011530.2 00395-51783-0445 14.559660 1.258410 2.495 17.662 2.010 0.383 2.591 0.113 2.998 0.110 0 24.281
010227.51+005136.8 00395-51783-0612 15.614650 0.860250 2.532 18.195 1.015 0.519 1.438 0.120 0.962 0.108 0 17.782
171609.32+564634.2 00355-51788-0131 259.038850 56.776190 2.064 18.962 1.371 0.000 0.524 0.086 0.275 0.073 0 16.389
171623.65+565444.9 00355-51788-0166 259.098540 56.912480 0.938 18.892 0.530 0.279 1.642 0.123 1.281 0.131 0 17.771
171152.07+571643.8 00355-51788-0265 257.966980 57.278850 1.781 18.975 0.369 0.283 1.099 0.158 0.591 0.104 1 13.888
171227.74+575506.9 00355-51788-0415 258.115630 57.918600 3.008 17.436 1.704 0.175 2.465 0.064 2.184 0.065 0 29.310
171227.74+575506.9 00355-51788-0415 258.115630 57.918600 3.008 17.436 2.253 0.261 1.964 0.126 1.571 0.106 0 29.310
171413.39+575711.0 00355-51788-0453 258.555800 57.953070 1.249 18.227 0.670 0.000 0.900 0.107 0.334 0.085 0 19.581
171522.17+573626.7 00355-51788-0481 258.842380 57.607420 2.028 17.064 0.640 0.072 1.538 0.088 1.157 0.074 1 29.723
171539.87+574722.2 00355-51788-0505 258.916140 57.789510 0.696 18.316 0.558 0.175 1.272 0.089 0.911 0.080 0 21.076
171628.57+574959.5 00355-51788-0511 259.119080 57.833200 1.549 18.943 1.344 0.000 0.649 0.073 0.259 0.073 0 18.345
220632.56-001844.1 00373-51788-0200 331.635680 -0.312270 1.549 18.807 1.150 0.873 0.784 0.086 0.310 0.074 0 14.143
220632.56-001844.1 00373-51788-0200 331.635680 -0.312270 1.549 18.807 1.312 0.808 1.314 0.104 1.078 0.090 0 14.143
220430.44-002613.5 00373-51788-0273 331.126830 -0.437100 1.840 19.637 0.370 0.333 1.897 0.305 1.378 0.277 1 7.905
220348.68-004450.1 00373-51788-0298 330.952880 -0.747270 1.857 18.105 1.798 0.515 0.677 0.094 0.985 0.110 0 20.854
220335.36-002645.3 00373-51788-0313 330.897370 -0.445930 1.905 18.494 0.733 0.368 1.828 0.144 1.116 0.103 0 16.264
220335.36-002645.3 00373-51788-0313 330.897370 -0.445930 1.905 18.494 0.776 0.551 0.651 0.108 0.618 0.119 0 16.264
220213.34+004442.4 00373-51788-0338 330.555600 0.745120 1.962 20.010 1.458 0.000 2.261 0.359 0.908 0.220 0 3.067
220529.20+000932.4 00373-51788-0438 331.371700 0.159000 2.089 18.333 0.763 0.465 0.414 0.065 0.359 0.092 0 19.334
220529.20+000932.4 00373-51788-0438 331.371700 0.159000 2.089 18.333 1.371 0.411 2.947 0.101 2.289 0.075 0 19.334
235515.78-002842.0 00386-51788-0065 358.815770 -0.478350 1.923 18.654 0.968 0.529 0.971 0.123 0.900 0.135 0 12.160
234939.89-001315.3 00386-51788-0227 357.416230 -0.220940 1.267 20.079 1.043 0.000 4.057 0.604 1.837 0.359 0 4.491
234928.83-010909.6 00386-51788-0257 357.370150 -1.152690 1.377 18.437 1.195 0.569 2.853 0.151 2.546 0.159 0 10.199
234739.45-001017.8 00386-51788-0274 356.914400 -0.171620 2.210 18.405 1.302 0.998 0.700 0.100 1.112 0.109 0 9.947
234442.95-001339.5 00386-51788-0310 356.179000 -0.227640 1.346 16.699 0.566 0.240 0.327 0.052 0.233 0.057 0 29.406
234830.41+003918.5 00386-51788-0383 357.126740 0.655150 2.000 17.515 1.449 0.000 0.424 0.067 0.259 0.072 0 22.892
234830.41+003918.5 00386-51788-0383 357.126740 0.655150 2.000 17.515 1.548 0.272 1.310 0.076 0.821 0.064 0 22.892
234830.41+003918.5 00386-51788-0383 357.126740 0.655150 2.000 17.515 1.922 0.358 1.401 0.127 0.988 0.092 0 22.892
234653.47+001544.1 00386-51788-0386 356.722800 0.262270 1.593 18.457 1.051 0.476 1.248 0.135 0.794 0.096 0 15.464
234653.47+001544.1 00386-51788-0386 356.722800 0.262270 1.593 18.457 1.538 0.000 0.576 0.085 0.285 0.085 0 15.464
235029.73+010418.8 00386-51788-0449 357.623900 1.071910 1.482 19.537 1.269 0.000 1.575 0.234 0.783 0.205 0 6.028
235157.58+003610.5 00386-51788-0488 357.989960 0.602940 1.355 18.389 1.158 0.390 1.654 0.099 1.637 0.086 0 18.080
235150.31+003740.5 00386-51788-0490 357.959630 0.627930 1.953 18.562 1.144 0.479 3.115 0.181 0.656 0.132 0 13.626
235120.89+000538.1 00386-51788-0500 357.837070 0.093940 1.214 19.348 1.106 0.000 1.144 0.190 0.517 0.171 0 7.680
235217.25+003903.7 00386-51788-0501 358.071900 0.651050 1.242 17.677 0.624 0.193 0.784 0.070 0.590 0.075 0 25.724
235217.25+003903.7 00386-51788-0501 358.071900 0.651050 1.242 17.677 1.062 0.225 0.711 0.056 0.828 0.072 0 25.724
235154.65+011516.2 00386-51788-0529 357.977720 1.254530 1.556 18.263 1.361 0.000 0.558 0.078 0.363 0.078 0 17.531
014220.81-005331.1 00401-51788-0131 25.586730 -0.891990 1.564 19.083 0.712 0.704 1.654 0.147 1.720 0.170 0 11.305
014123.04-002422.0 00401-51788-0192 25.346010 -0.406140 2.598 18.368 1.080 0.336 1.605 0.092 1.141 0.072 0 19.362
013938.71-002348.1 00401-51788-0227 24.911320 -0.396700 1.378 18.566 0.682 0.300 1.149 0.095 0.971 0.115 0 18.358
014050.62-004405.0 00401-51788-0255 25.210960 -0.734730 1.659 17.556 1.143 0.336 0.585 0.058 0.252 0.051 0 26.353
014050.62-004405.0 00401-51788-0255 25.210960 -0.734730 1.659 17.556 1.501 0.272 1.130 0.083 0.870 0.062 0 26.353
014050.62-004405.0 00401-51788-0255 25.210960 -0.734730 1.659 17.556 1.557 0.672 0.554 0.075 0.558 0.082 0 26.353
013918.25-010202.2 00401-51788-0288 24.826070 -1.033960 1.478 17.728 1.239 0.418 1.076 0.085 1.025 0.095 0 21.399
014226.40+001157.0 00401-51788-0497 25.610010 0.199190 1.411 18.532 1.219 0.819 0.699 0.083 0.842 0.103 0 17.430
014501.52+010001.4 00401-51788-0531 26.256340 1.000410 1.921 18.003 0.748 0.458 0.548 0.079 0.619 0.108 0 20.953
014347.89+002736.2 00401-51788-0553 25.949570 0.460080 2.425 18.646 1.481 0.000 0.575 0.093 0.298 0.059 0 19.424
014347.89+002736.2 00401-51788-0553 25.949570 0.460080 2.425 18.646 1.728 0.000 0.673 0.090 0.548 0.099 0 19.424
014347.89+002736.2 00401-51788-0553 25.949570 0.460080 2.425 18.646 2.100 0.000 1.150 0.184 0.957 0.180 0 19.424
014633.69+010912.9 00401-51788-0612 26.640380 1.153590 1.732 19.164 1.503 0.000 1.033 0.152 0.941 0.129 0 9.113
172544.51+623903.7 00352-51789-0105 261.435460 62.651040 1.336 18.512 1.031 0.379 0.706 0.085 0.655 0.094 0 16.064
172431.96+631027.4 00352-51789-0117 261.133180 63.174300 1.399 18.688 1.294 0.626 1.379 0.109 1.107 0.113 0 15.129
171315.54+624815.7 00352-51789-0222 258.314760 62.804370 1.188 17.730 1.141 0.279 0.944 0.072 0.259 0.059 0 26.522
171420.57+630020.3 00352-51789-0223 258.585750 63.005640 1.711 18.864 1.109 0.433 0.923 0.111 0.447 0.122 0 14.334
172026.23+633517.1 00352-51789-0508 260.109300 63.588100 2.150 18.243 1.983 0.207 0.880 0.146 0.548 0.172 0 18.965
171712.87+640344.8 00352-51789-0522 259.303650 64.062450 2.104 18.667 0.660 0.411 0.962 0.143 0.499 0.143 1 13.236
225001.73+005914.4 00379-51789-0340 342.507200 0.987330 1.858 18.860 0.806 0.436 2.419 0.229 2.335 0.246 0 7.338
224754.97+002828.4 00379-51789-0349 341.979060 0.474570 1.451 18.607 0.476 0.304 1.453 0.220 0.730 0.228 0 10.525
011949.28-001542.0 00398-51789-0108 19.955340 -0.261680 1.812 18.862 1.329 0.000 0.924 0.136 0.560 0.094 0 12.259
011827.99-005239.8 00398-51789-0211 19.616630 -0.877720 2.186 18.101 1.487 0.629 0.999 0.065 0.685 0.071 0 24.503
011522.03-004937.3 00398-51789-0298 18.841790 -0.827050 1.276 19.225 1.107 0.915 1.245 0.148 0.305 0.089 0 12.447
011537.72+002028.6 00398-51789-0474 18.907170 0.341300 1.276 18.680 0.970 0.408 2.101 0.137 1.913 0.129 0 14.576
221751.04-004604.6 00374-51791-0018 334.462680 -0.767960 1.521 18.975 1.341 0.000 1.050 0.124 1.150 0.154 0 8.233
221751.04-004604.6 00374-51791-0018 334.462680 -0.767960 1.521 18.975 1.481 0.000 0.940 0.136 0.622 0.109 0 8.233
221909.39-003408.3 00374-51791-0021 334.789150 -0.568990 0.842 18.835 0.479 0.404 1.356 0.216 0.709 0.148 0 10.542
221608.88-005708.5 00374-51791-0091 334.037050 -0.952370 2.396 17.321 0.679 0.179 0.903 0.081 0.716 0.055 1 26.138
221608.88-005708.5 00374-51791-0091 334.037050 -0.952370 2.396 17.321 1.572 0.322 1.681 0.087 1.218 0.070 0 26.138
221337.97-004305.9 00374-51791-0219 333.408230 -0.718320 1.182 17.415 0.644 0.161 1.096 0.073 0.821 0.066 0 27.202
221314.07-010609.0 00374-51791-0246 333.308620 -1.102520 1.660 19.170 1.572 0.000 2.281 0.218 2.150 0.193 0 5.530
221129.76-005151.2 00374-51791-0295 332.874020 -0.864220 1.955 19.019 1.416 0.000 1.621 0.134 1.384 0.115 0 9.598
221756.92+010119.4 00374-51791-0575 334.487180 1.022080 0.862 17.917 0.453 0.222 0.533 0.085 0.542 0.086 0 23.490
221709.80+010029.5 00374-51791-0576 334.290860 1.008220 1.898 18.536 1.354 0.672 1.452 0.117 1.198 0.096 0 14.129
000226.10+000549.1 00387-51791-0111 0.608750 0.096980 1.651 18.429 1.055 0.662 0.660 0.083 0.550 0.102 0 20.744
235917.02-011029.0 00387-51791-0124 359.820950 -1.174730 1.117 18.073 0.976 0.451 0.684 0.074 0.530 0.084 0 24.355
235944.13-005738.2 00387-51791-0134 359.933900 -0.960620 1.783 18.983 1.143 0.769 2.331 0.176 2.020 0.154 0 12.526
235944.13-005738.2 00387-51791-0134 359.933900 -0.960620 1.783 18.983 1.470 0.000 0.893 0.092 0.582 0.093 0 12.526
000039.00-001803.9 00387-51791-0167 0.162500 -0.301110 2.125 18.883 1.070 0.522 0.994 0.111 0.858 0.125 0 13.467
235938.40-003448.4 00387-51791-0188 359.910000 -0.580130 1.205 17.871 1.128 0.261 1.649 0.073 1.659 0.076 0 27.688
235743.79+002432.1 00387-51791-0387 359.432460 0.408930 1.648 18.421 1.499 0.844 1.525 0.102 1.340 0.124 0 15.736
235925.46+002854.6 00387-51791-0472 359.856100 0.481850 2.034 18.080 1.326 0.519 0.891 0.064 0.868 0.074 0 25.990
235925.46+002854.6 00387-51791-0472 359.856100 0.481850 2.034 18.080 1.633 0.536 0.797 0.054 0.611 0.074 0 25.990
235925.46+002854.6 00387-51791-0472 359.856100 0.481850 2.034 18.080 1.982 0.640 0.823 0.097 0.468 0.088 0 25.990
000230.71+004959.0 00387-51791-0575 0.627970 0.833070 1.354 17.955 0.955 0.300 1.237 0.071 1.049 0.075 0 24.550
172704.67+593736.6 00354-51792-0089 261.769500 59.626840 1.128 17.094 1.051 0.168 0.596 0.066 0.531 0.066 0 28.470
172858.16+603512.7 00354-51792-0147 262.242340 60.586880 1.807 18.284 1.450 0.883 0.514 0.074 0.319 0.069 0 18.956
172858.16+603512.7 00354-51792-0147 262.242340 60.586880 1.807 18.284 1.495 0.393 2.474 0.098 2.299 0.089 0 18.956
172357.99+601140.0 00354-51792-0193 260.991670 60.194470 2.243 18.398 1.449 0.000 0.686 0.077 0.315 0.055 0 15.505
171733.93+605808.3 00354-51792-0393 259.391400 60.968990 0.735 18.163 0.514 0.143 1.778 0.108 1.486 0.099 0 17.488
172334.81+611627.4 00354-51792-0503 260.895050 61.274300 1.110 19.031 0.616 0.358 2.099 0.224 2.020 0.246 0 8.056
172657.16+615045.8 00354-51792-0531 261.738200 61.846070 2.408 19.724 1.830 0.554 2.370 0.254 1.277 0.243 0 4.517
172649.00+620910.2 00354-51792-0538 261.704160 62.152850 1.481 18.994 0.795 0.665 3.811 0.313 1.747 0.231 0 7.969
172649.00+620910.2 00354-51792-0538 261.704160 62.152850 1.481 18.994 0.972 0.000 2.252 0.295 1.335 0.257 0 7.969
172911.47+604652.8 00354-51792-0594 262.297820 60.781350 1.592 17.647 1.127 0.279 1.168 0.067 1.084 0.067 0 26.299
172911.47+604652.8 00354-51792-0594 262.297820 60.781350 1.592 17.647 1.305 0.272 1.896 0.075 1.457 0.061 0 26.299
173206.01+614540.3 00354-51792-0606 263.025050 61.761210 1.991 20.048 0.764 0.880 1.723 0.279 1.038 0.276 0 4.685
173206.01+614540.3 00354-51792-0606 263.025050 61.761210 1.991 20.048 1.625 0.386 2.408 0.355 1.404 0.343 0 4.685
173222.79+611536.2 00354-51792-0631 263.094970 61.260060 1.833 19.024 1.533 0.883 1.593 0.138 1.330 0.165 0 10.187
230401.07-004041.8 00380-51792-0052 346.004460 -0.678300 1.066 18.813 0.648 0.490 1.265 0.135 1.167 0.148 0 12.527
230120.47-004341.8 00380-51792-0128 345.335300 -0.728290 1.949 19.428 1.046 0.919 1.001 0.156 0.877 0.164 0 10.711
230056.89-005134.7 00380-51792-0130 345.237100 -0.859650 3.165 19.223 1.433 0.000 0.822 0.111 0.849 0.112 0 11.814
230226.51-002708.7 00380-51792-0152 345.610470 -0.452440 1.371 18.815 1.071 0.612 1.391 0.144 1.336 0.141 0 10.295
230125.86-003400.9 00380-51792-0165 345.357800 -0.566920 2.191 18.013 1.626 0.000 0.543 0.079 0.270 0.065 0 24.729
230211.27+010033.4 00380-51792-0523 345.547000 1.009280 1.998 19.198 0.975 0.987 0.973 0.150 0.591 0.141 0 11.475
230211.27+010033.4 00380-51792-0523 345.547000 1.009280 1.998 19.198 1.293 0.000 0.763 0.122 0.622 0.105 0 11.475
230211.27+010033.4 00380-51792-0523 345.547000 1.009280 1.998 19.198 1.596 0.000 0.816 0.127 0.945 0.119 0 11.475
001022.14-003701.2 00388-51793-0114 2.592280 -0.617000 3.152 18.286 0.957 0.290 2.384 0.129 2.382 0.139 1 15.480
000654.10-001533.4 00388-51793-0234 1.725450 -0.259290 1.724 17.879 1.093 0.468 1.268 0.117 0.681 0.094 0 21.271
000654.10-001533.4 00388-51793-0234 1.725450 -0.259290 1.724 17.879 1.131 0.404 1.488 0.112 1.316 0.095 0 21.271
000654.10-001533.4 00388-51793-0234 1.725450 -0.259290 1.724 17.879 1.407 0.801 0.742 0.066 0.681 0.073 0 21.271
001017.80+010450.7 00388-51793-0607 2.574180 1.080760 1.819 18.386 1.687 0.536 3.085 0.175 2.826 0.208 0 11.615
003745.09-005527.1 00392-51793-0082 9.437900 -0.924200 1.623 18.164 1.399 0.000 0.577 0.080 0.615 0.067 0 15.887
003823.81-000025.0 00392-51793-0157 9.599230 -0.006970 1.605 17.900 0.745 0.372 0.724 0.089 0.647 0.078 0 24.740
003722.17-001140.6 00392-51793-0164 9.342410 -0.194610 1.370 18.934 1.038 0.476 0.727 0.082 0.385 0.082 0 15.489
003613.38-003102.9 00392-51793-0183 9.055770 -0.517490 1.638 19.026 0.665 0.486 1.162 0.123 1.014 0.125 0 14.792
003613.38-003102.9 00392-51793-0183 9.055770 -0.517490 1.638 19.026 1.272 0.000 0.933 0.105 0.485 0.085 0 14.792
003416.60+002241.1 00392-51793-0392 8.569200 0.378080 1.627 17.326 1.188 0.265 1.171 0.062 0.855 0.059 0 30.515
